,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
4573,nUvAdeOtKdUN1vG3_GKlrQ,Ristretto Roasters,3520 NE 42nd Ave,Portland,OR,97255,45.548573,-122.6203413,4.0,68,"Food, Coffee & Tea, Restaurants"
6046,nSZ1OQ4ltNHVrL-lP5hJOw,Tiny Moreso,4520 NE 42nd Ave,Portland,OR,97218,45.555941,-122.620139,4.5,31,"Juice Bars & Smoothies, Food, Gluten-Free, Restaurants, Desserts, Coffee & Tea"
10550,nRzxoqLbo4UOOkwFM_TTMA,Bobablastic,1080 SE Madison St,Portland,OR,97214,45.512793,-122.654874,3.5,11,"Bubble Tea, Asian Fusion, Food, Coffee & Tea, Food Trucks, Restaurants"
8580,nQDz-3tt6BtMQydlzMAG2Q,Groundwork Coffee Co.,2355 NW Vaughn St,Portland,OR,97210,45.5373087,-122.7000487,3.5,76,"Coffee & Tea, Kitchen & Bath, Home & Garden, Cafes, Shopping, Food, Restaurants"
6673,nPHMiOqJUFAoi5dWESlQwQ,180 xurros,601 SW 11th Ave,Portland,OR,97205,45.520878,-122.682971,4.5,23,"Event Planning & Services, Donuts, Coffee & Tea, Restaurants, Cafes, Caterers, Desserts, Food"
543,nNxfr12xZ6Qre85tHtaukA,"The Porter Portland, Curio Collection by Hilton",1355 SW 2nd Ave,Portland,OR,97201,45.5136757,-122.6771067,3.5,108,"Italian, Hotels, Hotels & Travel, Cafes, Nightlife, Bars, Restaurants, Event Planning & Services, Lounges"
4813,nFfQORXRh8aSWWqS7IPDJg,Art Haus Coffee,8155 NE Oregon St,Portland,OR,97213,45.5284076,-122.5794833,4.0,12,"Food, Arts & Entertainment, Coffee & Tea, Art Galleries, Shopping, Venues & Event Spaces, Event Planning & Services, Performing Arts"
9881,nEmecKvJ-QSLyTqg387ESQ,Starbucks,"1717 SW Park Ave, Ste D",Portland,OR,97201,45.5127337561,-122.6856758115,4.0,16,"Coffee & Tea, Food"
10454,nD8ZMhz44KAJ0NUvaq9-2g,Urban Grind NE,2214 NE Oregon St,Portland,OR,97232,45.5285798,-122.6430922,3.5,26,"Food, Restaurants, Coffee & Tea"
7963,n9_SiRDUxy_ruFJriusemQ,Green City Smoothies,3029 SE Division St,Portland,OR,97202,45.5049803,-122.6340753,5.0,19,"Food, Vegan, Breakfast & Brunch, Street Vendors, Juice Bars & Smoothies, Coffee & Tea, Food Trucks, Restaurants"
4676,n7c25p2EPV3ikeqIBMIwQQ,Mocha Romas Coffee Company,9217 SW Beaverton Hillsdale,Portland,OR,97225,45.4865859,-122.7716806,3.5,5,"Coffee & Tea, Food"
6169,n5VopM26NeE_vXO-WPraOg,Vivo,932 SE Morrisson St,Portland,OR,97214,45.516981,-122.655987,5.0,16,"Coffee & Tea, Food"
8413,n2wKe-3dw_eoEm1M21kWOw,Bebo's Coffee,3211 NE 82nd Ave,Portland,OR,97220,45.5455173,-122.5792493,4.5,16,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea"
2828,n0ULOj-f6VQwBoS-7tHmUg,Proud Mary Coffee,2012 NE Alberta St,Portland,OR,97211,45.558857,-122.644434,4.5,558,"Restaurants, Cafes, Breakfast & Brunch, Food, Juice Bars & Smoothies, Coffee & Tea"
360,mkidvBBlKWfET8bXDkWJqg,Potter's Kolaches and Coffee,12 SW 4th,Portland,OR,97204,45.5227091,-122.6738566,4.0,12,"Cafes, Street Vendors, Food, Restaurants"
8953,mh5wL3FkZobbPccapaZ8ig,Starbucks,5810 N Lombard - Portland,Portland,OR,97203,45.583553,-122.727784,2.5,21,"Coffee & Tea, Food"
8782,mdVogU5UdVoHpubJMX7E2w,Sunita's Thai Kitchen,9085 SW Beaverton Hillsdale Hwy,Portland,OR,97225,45.486783,-122.770581,5.0,8,"Bubble Tea, Coffee & Tea, Restaurants, Food, Thai"
598,mbHH86WhcmL6UCUN37SRtQ,Laughing Planet Cafe,1755 SW Jefferson St,Portland,OR,97201,45.5178596,-122.6919059,3.5,25,"Restaurants, Cafes, American (New)"
797,m_W9wVAFPU85ETYYhww8Rg,Portland Urban Bistro,1914 W Burnside St,Portland,OR,97209,45.5229214,-122.6905192,3.0,10,"American (Traditional), Comfort Food, Burgers, Cafes, Restaurants"
1333,mZopBkdSj8WumTNI3HLuug,Anna Bannanas Alberta,2403 NE Alberta St,Portland,OR,97211,45.5591547764,-122.6408257546,4.0,27,"Bagels, Coffee & Tea, Beer, Wine & Spirits, Restaurants, Food, Cafes"
2033,mUv6O916r0CI0KzRav61nQ,Cafe Yumm!,1806 SW 6th Ave,Portland,OR,97201,45.5113886074,-122.6825897303,3.5,158,"Gluten-Free, Cafes, American (New), Restaurants, Fast Food, Sandwiches, Vegetarian, Wraps"
8109,mSshLL5vLsMGHV2Omrbl9Q,Sesame Donuts Cafe at Portland,6990 SW Beaverton-Hillsdale Hwy,Portland,OR,97225,45.4859183,-122.7488002,4.0,251,"Restaurants, Food, Bakeries, Donuts, Ice Cream & Frozen Yogurt, Coffee & Tea, Bagels"
1067,mRu1-MDbwd89lLRHCDmiew,Angelfire Coffee Roasters,11136 SW Capitol Hwy,Portland,OR,97219,45.4448469,-122.7263709,4.0,31,"Coffee & Tea, Restaurants, Cafes, Food"
2176,mRoX9rmDE-BM8Dg0eFasmw,Kure Juice Bar,518 SW Taylor St,Portland,OR,97204,45.517501,-122.678889,4.5,319,"Acai Bowls, Health & Medical, American (New), Restaurants, Juice Bars & Smoothies, Weight Loss Centers, Organic Stores, Cafes, Food"
7031,mGsLTCJlmyaq3iDYiAPaPA,Stumptown Coffee Roasters,1026 SW Stark St,Portland,OR,97253,45.5220664269,-122.6817243733,4.5,754,"Coffee Roasteries, Food, Coffee & Tea, Restaurants"
655,mELlcLQhisr_U8s4xfKVUQ,The Divot Room,3509 NE Columbia Blvd,Portland,OR,97211,45.5804168,-122.6260438,4.5,5,"Nightlife, Restaurants, Sandwiches, Burgers, American (Traditional), Lounges, Bars, Sports Bars, Salad, Diners, Cafes, Breakfast & Brunch"
4516,mBkzlDsYC_7gkJK6ilgCRQ,Nirvana Cafe,510 SE Morrison St,Portland,OR,97214,45.5170897284,-122.6603842708,4.5,67,"Coffee & Tea, Food, Sandwiches, Juice Bars & Smoothies, Restaurants"
4697,mAvk5jvzTwTPsb0xukOBIA,Starbucks,"4437 SE 39th Ave, A",Portland,OR,97202,45.49045,-122.622967,3.5,19,"Coffee & Tea, Food"
487,mAuTgcHISwurWq9O0WGW3Q,PDX Speed Shop,1313 NW Kearney St,Portland,OR,97209,45.5295102,-122.6850467,5.0,12,"Automotive, Cafes, Auto Parts & Supplies, Shopping, Motorcycle Gear, Motorcycle Repair, Motorcycle Dealers, Restaurants"
133,m9lY7-_STgR1zunqOY9G8g,Bipartisan Cafe,7901 SE Stark St,Portland,OR,97215,45.5192951,-122.5822719,4.0,340,"Bagels, Cafes, Restaurants, Desserts, Coffee & Tea, Food"
3488,m46F4XnG3DFVhUu0LOUIzg,Travnik Bosnian Grill,"9226 SE Division St, Ste B",Portland,OR,97266,45.5038181705,-122.5670391523,5.0,12,"Coffee & Tea, Mediterranean, Food, Desserts, Salad, Restaurants, Modern European, Sandwiches"
8373,m0EZcwWSJPKvEetK9F6S6g,Slowbomb Coffee,4345 SW Beaverton Hillsdale Hwy,Portland,OR,97221,45.4858578,-122.7219995,5.0,18,"Bagels, Juice Bars & Smoothies, Food, Coffee & Tea"
4112,lxcY-CFWplXyKtj9wVbshg,Starbucks,2328 W Burnside Suite,Portland,OR,97210,45.523132,-122.698736,4.0,28,"Restaurants, Coffee & Tea, Food"
7015,lkXAvENF1SuBw7r2NIIonQ,Good Coffee,2175 NW Raleigh St,Portland,OR,97210,45.5343013,-122.6965156,4.5,65,"Bagels, Coffee & Tea, Food"
3311,li1poS00PgnMjxaap62awA,Dutch Bros Coffee,2057 W Burnside St,Portland,OR,97209,45.5233428609,-122.6936012685,4.5,68,"Coffee & Tea, Juice Bars & Smoothies, Food"
7425,leMdfV1s-5RrMt7dQq_P1w,Backspace,115 NW 5th Ave,Portland,OR,97209,45.5240439,-122.6757728,4.0,122,"Art Galleries, Restaurants, Nightlife, Hobby Shops, Lounges, Coffee & Tea, Shopping, Food, Arts & Entertainment, Bars"
5427,lbDumHm4Ot7aa8cSuzwwUA,Pinky's Pizza,3990 N Interstate Ave,Portland,OR,97227,45.5520004,-122.6805657,4.5,255,"Beer, Wine & Spirits, Whiskey Bars, Bars, Cafes, Pubs, Pizza, Food, Cocktail Bars, Coffee & Tea, Restaurants, Nightlife"
10499,lac6O6Q0_mFlnhDG7BD1Xg,Coco Donuts - Portland,4790 SE Milwaukie Ave,Portland,OR,97202,45.4876511,-122.6502154,4.0,61,"Donuts, Food, Bakeries, Coffee & Tea"
409,l_XFoR5Ancgy6IcPzFinXg,Sugar Mamas Café,320 SW Alder St,Portland,OR,97204,45.5189929,-122.675845,4.0,57,"Cafes, Restaurants"
3220,lZCuDuBYPOaDV8k8tlQlSg,Barista,539 NW 13th Ave,Portland,OR,97209,45.5269539,-122.6845432,4.5,425,"Food, Coffee & Tea"
6182,lXaATCW9TW_d_c_U_RqgTQ,Starbucks,1503 NE Mlk,Portland,OR,97232,45.5339231,-122.661933,3.5,19,"Food, Coffee & Tea"
4833,lQuICOxTCHINMZy7WtUT4w,The Acorn,539 NW 13th Ave,Portland,OR,97253,45.5269605,-122.6844191,4.0,11,"Sandwiches, Restaurants, Food, Coffee & Tea"
8850,lPoVyFcs5q-pyEa23oFPQA,Barista Brew Coffee & Tea,10209 NE Sandy Blvd,Portland,OR,97220,45.559213873,-122.5576327681,4.5,19,"Breakfast & Brunch, Cafes, Restaurants, Coffee & Tea, Food"
7885,lGvkR0s_XtLCU__ZWLgd2g,Parkers Fine Coffee & Teas,510 SE Morrison St,Portland,OR,97214,45.5171957,-122.6606407,2.0,9,"Food, Coffee & Tea, Restaurants, Delis"
3823,lDyq6Ojowc4ATQFgKdpVyw,Opposable Thumb Gallery + Cafe,3312 SE Belmont St,Portland,OR,97214,45.5162818,-122.6305823,4.0,26,"Food, Coffee & Tea, Beer, Wine & Spirits"
3349,kyE_aN-IFmMd65wNjvp2aQ,Nectar Cafe,"1925 NE 42nd Ave, Ste E",Portland,OR,97213,45.5369125999,-122.620565566,4.5,210,"Cafes, Bagels, Beer, Wine & Spirits, Vegan, Juice Bars & Smoothies, Food Trucks, Coffee & Tea, Breakfast & Brunch, Food, Nightlife, Bars, Restaurants"
712,kxzdbXJnnKwZ8FqMxWh4UA,Laughing Planet,909 NW 21st Ave,Portland,OR,97209,45.5293787,-122.694822,4.0,205,"Cafes, Mexican, American (New), Restaurants, Vegetarian, Food, Vegan, Salad, Juice Bars & Smoothies"
9008,kuPWwKlOeRwpQ74RxehzEw,Braking Cycles,3354 SE Powell Blvd,Portland,OR,97202,45.4965723,-122.6302905,5.0,8,"Shopping, Restaurants, Bikes, Food, Cafes, Coffee & Tea, Sporting Goods"
6916,kton841tyPEJlVTHjtUF2w,Maurice,921 SW Oak St,Portland,OR,97205,45.5226352,-122.6805024,4.0,203,"Scandinavian, Bakeries, Food, French, Coffee & Tea, Desserts, Restaurants"
9554,kr07aIUUvqdZFTJlRkfjsg,Ole Latte Bagels,SW 5th Ave And Harrison St,Portland,OR,97201,45.5107943,-122.6818585,3.5,6,"Sandwiches, Bagels, Coffee & Tea, Restaurants, Food"
3462,kkhdlv0-cPqzYwg8B4PIpQ,Palio Dessert & Espresso House,1996 SE Ladd Ave,Portland,OR,97214,45.508287,-122.6487748,3.0,346,"Desserts, Breakfast & Brunch, Coffee & Tea, Food, Restaurants"
7100,kirZK-KfZ_0Jq9xIDXCzMg,Pine State Biscuits,1717 NW 23rd Ave,Portland,OR,97210,45.5348817,-122.698955,4.0,100,"Food, Bakeries, Southern, Coffee & Tea, Breakfast & Brunch, Restaurants, Nightlife, Bars, Cocktail Bars"
4149,kf6zrRzb0E2tsf-u6Fo1NQ,Roseline Coffee,"1015 SE 11th Ave, Ste 100",Portland,OR,97214,45.5155921,-122.6549075,4.5,16,"Food, Coffee & Tea"
956,kbXJUHkHXbasZ0JAdHyioA,River Forum Cafe,"4380 SW Macadam Ave, Ste 168",Portland,OR,97239,45.4911099,-122.6711359,4.0,12,"Restaurants, Delis, Sandwiches, Cafes"
5966,kari1ZW4DmJACCKRvwQ7MA,The Meetro at King Albert,1809 SW 11th Ave,Portland,OR,97207,45.5128849,-122.6874186,4.5,8,"Food, Coffee & Tea"
1121,kYyP_0BC0KBJ-fKNSb4D3A,Marco's Cafe & Espresso Bar,7910 SW 35th Ave,Portland,OR,97219,45.4673932,-122.7126842,3.5,382,"American (Traditional), Cafes, Breakfast & Brunch, Restaurants, Vegetarian, Desserts, Food"
6329,kV_pD8eKpK5YAl_WQzEzQA,Haven Coffee Co.,800 NW Murray Blvd,Portland,OR,97229,45.5251170679,-122.8146326675,4.5,180,"Coffee & Tea, Bagels, Food, Restaurants, Local Flavor"
10340,kUDm3n82E67nXkqOFVtaXQ,BOBA DAWG,"3962 SE Hawthorne Blvd, Ste D",Portland,OR,97214,45.5119111,-122.6214655,4.5,77,"Coffee & Tea, Bubble Tea, Food, Tea Rooms"
5740,kNVUk0IYXo2y12MTEq63LA,Tazza Cafe,4062 NW Saltzman Rd,Portland,OR,97229,45.548908,-122.809879,4.0,9,"Restaurants, Food, Coffee & Tea, Cafes"
5099,kEXg0xGOLxv2G0GHolWhIg,Coco Donuts,1808 SW Broadway,Portland,OR,97201,45.5119559185,-122.683535368,4.5,18,"Food, Donuts, Coffee & Tea"
7944,kB_thwvLs0AVmOdiqrr3Sw,The Fresh Pot,724 SW Washington,Portland,OR,97205,45.5207616,-122.6796784,4.0,45,"Food, Coffee & Tea"
10842,kBXzgfShoyxFw3b3f9QMaA,Seattle Coffee Gear,26 NW 23rd Pl,Portland,OR,97210,45.5240191192,-122.6994819939,4.0,24,"Food, Home & Garden, Coffee Roasteries, Shopping, Appliances, Kitchen & Bath"
3663,kA5c9jemGk4uR8CJ4RUpAA,Blue Star Donuts,"7709 SW Capitol Hwy, Ste 111C",Portland,OR,97219,45.4687194,-122.7106944,4.5,11,"Coffee & Tea, Bakeries, Breakfast & Brunch, Restaurants, Food, Donuts"
4091,k4phaFgUj3Ydf3T3LBKIWw,Lotus & Bean Espresso Bar,536 SW 3rd Ave,Portland,OR,97204,45.5189765,-122.6749459,4.5,53,"Food, Coffee & Tea"
6878,k34cTLeymmk3LTqcU8kNWA,Fried Egg I'm in Love,3207 SE Hawthorne Blvd,Portland,OR,97214,45.5122795,-122.63239,4.5,380,"Food Stands, Coffee & Tea, Street Vendors, Restaurants, Breakfast & Brunch, Sandwiches, Food"
8660,k1zik5ySsin2vbGFHnrM5Q,Good Cart Coffee,625 NE Killingsworth St,Portland,OR,97211,45.5629709,-122.6591093,4.5,14,"Food, Coffee & Tea"
7493,k0oNK94bEEbJP_SkQB0n3Q,The Honey Pot Bakery,4220 N Mississippi Ave,Portland,OR,97217,45.5540687,-122.6754955,4.5,15,"American (Traditional), Food, Bakeries, Desserts, Coffee & Tea, Restaurants"
10305,k0KoOsTLWCJBt7m4d6z4XQ,Starbucks,1633 NE 39th,Portland,OR,97232,45.534982,-122.623141,3.0,38,"Coffee & Tea, Food"
10831,jyCwli8cDwQDlFgzAm_cyg,Half Pint Cafe,"537 SE Ash St, Ste 108",Portland,OR,97214,45.5217438,-122.6600553,5.0,157,"Coffee & Tea, Food, Restaurants, Cafes, Bagels, Coffee Roasteries"
6657,jtR9BkM3TIRHJVBVa-AgwQ,Starbucks,11906 SE Division St,Portland,OR,97266,45.5038873,-122.5406256,3.0,5,"Food, Restaurants, Coffee & Tea"
39,jl319aAtsRKAueSPdwr61A,St Johns Coffee Roasters,7304 N Leavitt Ave,Portland,OR,97203,45.5892997,-122.754006,4.5,97,"Coffee & Tea, Restaurants, Sandwiches, Food, Coffee Roasteries, Internet Cafes, Bagels"
10369,jkyOdhaljELQ46JoK1f1YA,University Park Coffee,4800 N Lombard St,Portland,OR,97203,45.580159,-122.718785,3.5,7,"Coffee & Tea, Food"
10968,jgV2cjCHA-7qTyipWuagsQ,Heart,537 SW 12th Ave,Portland,OR,97205,45.521966,-122.682915,4.0,330,"Coffee Roasteries, Food, Coffee & Tea"
8190,jg3dN9EGN42Ps1iZec4A8A,Nalu Kava Bar,722 N Sumner St,Portland,OR,97217,45.5602039,-122.674479,5.0,12,"Tea Rooms, Health Markets, Specialty Food, Nightlife, Coffee & Tea, Bars, Food, Arts & Entertainment, Music Venues, Speakeasies, Lounges"
9051,jbwVjpJjMWTiW8o-SYhnAw,Locale,4330 N Mississippi Ave,Portland,OR,97217,45.5550295812,-122.6754681766,4.5,60,"Beer Bar, Pubs, Cocktail Bars, Vermouth Bars, Breakfast & Brunch, Cafes, Nightlife, Food, Bars, Restaurants, Wine Bars, Coffee & Tea"
5298,jYV1WkRyIRJwjE-ZtNTW0Q,Nostro Caffe,903 NW Everett St,Portland,OR,97209,45.5252039,-122.6803143,4.5,25,"Italian, Coffee & Tea, Restaurants, Food"
6255,jTodvww7b24mffT5yzozow,Either/Or,4003 N Williams Ave,Portland,OR,97227,45.5522718761,-122.6670350985,4.0,59,"Coffee & Tea, Nightlife, Breakfast & Brunch, Bars, Food, Restaurants"
3077,jLB9gmZhawvSOWaR32xaIQ,Powell's Books on Hawthorne,3723 SE Hawthorne Blvd,Portland,OR,97214,45.5123021,-122.6253158,4.5,180,"Shopping, Newspapers & Magazines, Bookstores, Books, Mags, Music & Video, Food, Used Bookstore, Coffee & Tea"
6721,jKEJrDlWl0RqAnhp7ZQYkg,Clinton Street Coffeehouse,2706 SE 26th Ave,Portland,OR,97202,45.5033822,-122.6395412,3.5,77,"Restaurants, Ice Cream & Frozen Yogurt, Coffee Roasteries, Internet Cafes, Coffee & Tea, Sandwiches, Food, Cafes, Bakeries"
3767,jJP0FVA7PY7R0SkGaNC9Kg,St. Honoré Boulangerie,2335 NW Thurman St,Portland,OR,97210,45.535636,-122.6996681,4.0,532,"Coffee & Tea, Sandwiches, Bakeries, Restaurants, Food"
4249,jHLrX42I1lEcEg4WMMKP9A,Hey Love,920 E Burnside St,Portland,OR,97214,45.5227951,-122.656198,4.5,138,"Breakfast & Brunch, Nightlife, Cafes, Cocktail Bars, Bars, Food, Restaurants, Coffee & Tea"
3924,j8wqMsFtoocAgvfaAFM61w,Sunny's Espresso & Gifts,1900 SW 4th Ave,Portland,OR,97201,45.5095335,-122.6807043,4.0,15,"Food, Coffee & Tea"
10059,j2DJm-bFKBqWc8vaEuWPGQ,McDonald's,8149 SE Stark,Portland,OR,97215,45.5193870267,-122.5794397295,1.5,39,"Burgers, Food, Fast Food, Coffee & Tea, Restaurants"
6189,j-QZnw0rBALoZXjIo7raKQ,Sisters Coffee Company The Pearl,1235 NW Marshall St,Portland,OR,97209,45.530859992,-122.6843183916,4.0,230,"Food, Coffee & Tea"
3939,ixj7vhzauFfv8K8qRFFb4Q,Woodlawn Coffee & Pastry,808 NE Dekum St,Portland,OR,97211,45.571546,-122.6570888,4.0,197,"Bakeries, Coffee & Tea, Restaurants, Food, Sandwiches"
829,itqW3t8LhYjWvjZDf-HkhQ,Oracle Coffee Company,3875 Sw Bond Ave,Portland,OR,97239,45.495169,-122.67093,5.0,108,"Food, Bakeries, Vegan, Coffee & Tea, Internet Cafes, Coffee Roasteries, Restaurants"
10892,itUrA6EKf-pieoUoGZgmLA,Bella’s Italian Bakery And Market,9119 SE Woodstock Blvd,Portland,OR,97266,45.479364,-122.569519,4.5,88,"Food, Bakeries, Coffee Roasteries"
4301,itExQuqtbmmMTnvJVXDTZg,Five Points Coffee Roasters,614 SW Dakota Ave,Portland,OR,97239,45.4778912713,-122.6726845843,4.5,32,"Food, Coffee & Tea"
5149,isQTnBdb0ONefF8YyO3TSg,Ding Tea PDX,9244 SE Woodstock Blvd,Portland,OR,97266,45.4786941,-122.5678862,4.0,183,"Coffee & Tea, Bubble Tea, Food, Juice Bars & Smoothies"
6282,ir8P58xUyEXn3f7bT3eGFA,Fat Albert's Breakfast Cafe,6668 SE Milwaukie Ave,Portland,OR,97202,45.4745517,-122.648629,3.0,161,"Restaurants, Breakfast & Brunch, American (Traditional), Coffee & Tea, Food"
7163,iqBhkl7GF_ttVG16jmBRzg,Kingsland Kitchen,301 SW Pine St,Portland,OR,97204,45.5217298,-122.673875,4.5,496,"Food Trucks, Breakfast & Brunch, Food Stands, Restaurants, Food, Sandwiches, Nightlife, Cocktail Bars, Bars, British, Coffee & Tea"
351,ih_P-JL_OjCRy7-ZVGjw3Q,Bar Carlo,6433 SE Foster Rd,Portland,OR,97206,45.4895583,-122.5960617,3.5,340,"Cafes, Nightlife, Restaurants, Bars, Lounges, Breakfast & Brunch, Mexican, American (Traditional), Coffee & Tea, Pubs, Food"
4608,iglWS4UQqlpwqUvTR1Zxbw,Stone Cottage,8609 SE 17th Ave,Portland,OR,97202,45.4605303,-122.6472232,5.0,33,"Tea Rooms, Cosmetics & Beauty Supply, Specialty Food, Food, Herbs & Spices, Coffee & Tea, Beauty & Spas, Grocery, Shopping"
6941,ifltZwdqJUfpJdaLl9Onpw,Starbucks,3639 SE Hawthorne Ave,Portland,OR,97214,45.512167,-122.625999,3.5,30,"Food, Coffee & Tea"
230,ibDHzvK72FA199vbPvRhXg,Isla's Garden Cafe,4237 SW Corbett Ave,Portland,OR,97239,45.4926205,-122.676317,4.5,15,"Vegan, Breakfast & Brunch, Restaurants, Cafes"
1793,ib8OkWfOGjVWSQcCuYqusg,Einstein Bros Bagels,845 SW 4th Ave,Portland,OR,97204,45.5174151,-122.6773894,2.5,74,"Food, Restaurants, Cafes, Sandwiches, Breakfast & Brunch, Bagels"
5037,iYsN65avahtb4QokYtwoSg,Hungry Heart PDX,7940 SE Stark St,Portland,OR,97215,45.5189327,-122.58178,4.0,164,"Bakeries, Coffee & Tea, Street Vendors, Food, Cupcakes, Food Trucks"
7525,iXQWy9PV6JYPAkUZvkefhQ,Coconut Cafe,7631 NE Glisan,Portland,OR,97213,45.5266117,-122.5840512,4.0,5,"Food, Coffee & Tea, Restaurants, Spanish, Latin American, Local Flavor"
8560,iStjBf0DeKHhwl0aLai8Bg,Coffee Renaissance,10206 SW Park Way,Portland,OR,97225,45.507603,-122.7826302,4.5,40,"Food, Coffee & Tea, Restaurants"
9450,iSgAUUgF_RT2NEIXIluv5w,Nordstrom Espresso Bar,701 SW Broadway,Portland,OR,97205,45.519155,-122.6803131,4.5,8,"Food, Internet Cafes, Restaurants, Coffee & Tea"
4821,iOiN6CywBtAvr7m-BaDBrw,Sideshow Eatery,SW 9th Ave & SW Washington St,Portland,OR,97205,45.5210921,-122.6804345,4.0,43,"Street Vendors, Food Stands, Food, Restaurants, Donuts, Comfort Food, Fast Food, Coffee & Tea"
10496,iIrdm_4CassfWa6MMoKBNA,Starbucks,"7000 Ne Airport Way, Mb#3",Portland,OR,97218,45.58838,-122.59481,3.5,31,"Food, Coffee & Tea"
1624,iIi5NsS-URKT36fsSzK1Wg,Trackside Cafe,800 NW 6th St,Portland,OR,97209,45.528337,-122.6773376,3.0,6,"Fast Food, Restaurants, Cafes"
5048,iIHkjspUWFHTzMJi-D7Rxw,Black Rock Coffee Bar,10020 SW Capitol Hwy,Portland,OR,97219,45.4531835,-122.7208219,4.5,15,"Coffee & Tea, Food"
10509,iFtg7hMv4JwJJqwWA5Gk6Q,Bakery Bar,2935 NE Glisan St,Portland,OR,97232,45.5264819,-122.6350977,3.5,142,"Restaurants, Bakeries, Breakfast & Brunch, Desserts, Food, Coffee & Tea"
11,iBl91YcJwdTG6zpTJaWhNA,Ole Cafe,"1800 SW 1st Ave, Ste 130",Portland,OR,97201,45.510138,-122.677199,3.0,10,"Cafes, Restaurants, Delis, Sandwiches"
1217,i30B6FK1IOX05G3S6Rq7TQ,Coffee's On,"9738 SE Washington St, Ste L",Portland,OR,97216,45.517509,-122.562995,4.0,36,"Cafes, Restaurants, Food, Coffee & Tea"
177,i03bXqvXUmsuzcbQBAbeUQ,The Press Club,2621 SE Clinton St,Portland,OR,97202,45.5036382,-122.6392545,4.0,90,"Bars, Cafes, French, Music Venues, Nightlife, Restaurants, Arts & Entertainment"
8411,i-BXDor2J5bOAS8qrzUd-Q,red e café,1006 N Killingsworth Ave,Portland,OR,97217,45.5625173,-122.6771484,4.0,132,"Food, Coffee & Tea"
10416,hzkrR2XHOmnxeBwcdoVU0g,Brass Bar by Barista,126 SW 2nd Ave,Portland,OR,97204,45.5214575204,-122.6724364239,4.0,26,"Coffee & Tea, Food"
3935,hyCqyLR-yeA5KGBMhhv2Ng,Brew Dr. Teahouse - Division,3531 SE Division St,Portland,OR,97202,45.505012,-122.6279453,4.0,194,"Bubble Tea, Kombucha, Coffee & Tea, Food, Tea Rooms, Herbal Shops, Health & Medical"
5179,hw0oilvujSyezolnLeCM2w,Press Release Coffee + Food,1434 SW 1st Ave,Portland,OR,97201,45.512834,-122.676296,4.0,9,"Bakeries, Beer, Wine & Spirits, Restaurants, Breakfast & Brunch, Food, Cafes, Coffee & Tea"
7121,hm9EEmlGjJ71zed3Sdfx1A,Foster & Dobbs,2518 NE 15th Ave,Portland,OR,97212,45.5408624,-122.6503124,4.0,67,"Breakfast & Brunch, Specialty Food, Delis, Cafes, Sandwiches, Restaurants, Coffee & Tea, Grocery, Food"
5192,heOBGDqTUhccB0WSK5oVmA,Cacao Drink Chocolate,414 SW 13th Ave,Portland,OR,97205,45.5225718,-122.6839542,4.5,525,"Chocolatiers & Shops, Food, Coffee & Tea, Specialty Food, Restaurants"
7133,hbGXaToaAYXm2dCVmUQC-Q,Bridge City Cafe,1310 SW 3rd Ave,Portland,OR,97201,45.5140373,-122.6774555,4.0,70,"Desserts, Coffee & Tea, Food, Restaurants, Bakeries"
5342,ha9aCr6EYKV2rz4VxruGFQ,Yo Mama's Coffee and Tea House,6504 SE Foster Rd,Portland,OR,97206,45.4891059,-122.5958178,3.0,7,"Coffee & Tea, Food"
6026,hWaIpVxO7JnGBxxmtyp5Ow,The Hazel Room,3279 SE Hawthorne,Portland,OR,97214,45.512236,-122.631041,4.0,397,"Breakfast & Brunch, Tea Rooms, Restaurants, Bakeries, Coffee & Tea, Food, Beer, Wine & Spirits, Gluten-Free, Bars, Nightlife, Cocktail Bars"
268,hSFmjAeFlsltnIowdrembQ,The Good Earth Cafe,1136 SW 3rd Ave,Portland,OR,97204,45.5149980865,-122.6770676735,4.5,339,"Breakfast & Brunch, Cafes, Restaurants, Diners, American (Traditional)"
3288,hS1QkoZz9KvMZMJfDCBTug,McDonald's,"7000 NE Airport Way, Ste 220",Portland,OR,97218,45.589565,-122.598465,2.5,48,"Burgers, American (Traditional), Coffee & Tea, Fast Food, Food, Restaurants"
6793,hNXC11fSAGTm9ksvmN_sPA,Olia Poke & Tea,"2720 S Moody Ave, Ste 100",Portland,OR,97201,45.5038968,-122.6722685,4.5,55,"Restaurants, Vietnamese, Poke, Bubble Tea, Coffee & Tea, Food"
7329,hMt0YoQNzwbjBWnCVbBfCg,Active Culture Frozen Yogurt,820 SE 8th Ave,Portland,OR,97214,45.5168396,-122.6576056,4.0,63,"Ice Cream & Frozen Yogurt, Coffee & Tea, Food"
7129,hLtaEq12iVcxNj8Dd9JlIw,Petit Panda,501 SW 9th Ave,Portland,OR,97205,45.520423,-122.6808153,3.5,16,"Asian Fusion, Food, Japanese, Coffee & Tea, Bubble Tea, Street Vendors, Food Stands, Restaurants, Food Trucks"
2201,hIdbXv3XTvHXG2pp1kPwZg,Bread & Honey Cafe,3526 N Vancouver Ave,Portland,OR,97227,45.5487133,-122.6677995,4.5,183,"Cafes, Breakfast & Brunch, Salad, Restaurants, Coffee & Tea, Sandwiches, Juice Bars & Smoothies, Food"
